annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,sma,d_ref,scaling_factor
0.01339,6e-08,0.834399,0.0,1.0,0.99993,31.4631,0.011172,0.0,0.00221729,7178.137,0.3,1.0
0.01339,4.6e-07,0.83467,0.00149602,0.998504,0.999829,12.9257,0.0111757,3.31663e-06,0.00221366,7178.137,0.3,1.0
0.01339,3.6e-06,0.835231,0.00488338,0.995117,0.99965,6.30866,0.0111832,1.08263e-05,0.00220615,7178.137,0.3,1.0
0.01339,2.8e-05,0.837829,0.0205777,0.979422,0.999314,3.16603,0.011218,4.56203e-05,0.00217136,7178.137,0.3,1.0
0.01339,0.00022,0.849185,0.0891585,0.910842,0.998569,1.4115,0.01137,0.000197662,0.00201931,7178.137,0.3,1.0
0.01339,0.0017,0.906944,0.437994,0.562006,0.994234,0.216084,0.0121434,0.000971021,0.00124595,7178.137,0.3,1.0
0.01339,0.013,0.974273,0.844625,0.155375,0.972748,0.0126399,0.0130449,0.00187251,0.000344462,7178.137,0.3,1.0
0.01339,0.1,0.995325,0.971764,0.0282363,0.836048,0.000381813,0.0133267,0.00215438,6.25992e-05,7178.137,0.3,1.0
0.01003,1e-09,0.888512,0.0,1.0,0.999974,43.1353,0.00890933,0.0,0.00111792,7278.137,0.3,1.0
0.01003,7.7e-09,0.888515,0.0,1.0,0.999964,31.4619,0.00890937,0.0,0.00111788,7278.137,0.3,1.0
0.01003,6e-08,0.888545,0.0,1.0,0.999943,19.7202,0.00890967,0.0,0.00111758,7278.137,0.3,1.0
0.01003,4.6e-07,0.888773,0.00198655,0.998013,0.999862,8.08912,0.00891195,2.22002e-06,0.0011153,7278.137,0.3,1.0
0.01003,3.6e-06,0.889231,0.00610036,0.9939,0.999724,4.02495,0.00891654,6.81731e-06,0.00111071,7278.137,0.3,1.0
0.01003,2.8e-05,0.891447,0.0259824,0.974018,0.999467,2.04035,0.00893876,2.9036e-05,0.00108849,7278.137,0.3,1.0
0.01003,0.00022,0.901961,0.120324,0.879676,0.998816,0.830378,0.00904419,0.000134465,0.00098306,7278.137,0.3,1.0
0.01003,0.0017,0.943697,0.494812,0.505188,0.995142,0.116202,0.00946269,0.000552964,0.00056456,7278.137,0.3,1.0
0.01003,0.013,0.984208,0.858299,0.141701,0.971085,0.00547651,0.0098689,0.00095917,0.000158354,7278.137,0.3,1.0
